count_orange,count_red,total,avg_radius_px,avg_area_px,circularity_mean,generated_at,params_json
2,1,3,101.84253438313802,26498.666666666668,0.8030294639679604,2025-10-02 19:42:35,"{""blur_ksize"": 5, ""morph_open"": 5, ""morph_close"": 5, ""min_area"": 150, ""max_area"": 200000, ""circularity_min"": 0.45, ""downscale_max"": 1400, ""use_watershed"": true, ""dt_thresh_ratio"": 0.45, ""use_hough"": false, ""hough_dp"": 1.2, ""hough_minDist"": 60, ""hough_param1"": 100, ""hough_param2"": 30, ""hough_minRadius"": 20, ""hough_maxRadius"": 120}"
