count_red,count_yellow,count_blue,count_green,count_orange,total,avg_radius_px,avg_area_px,circularity_mean,generated_at,params_json
3,3,3,3,3,15,101.33333333333333,32365.10639630252,1.0,2025-10-14 14:06:23,"{""blur_ksize"": 3, ""morph_open"": 3, ""morph_close"": 3, ""min_area"": 110, ""max_area"": 200000, ""circularity_min"": 0.6, ""downscale_max"": 1400, ""use_watershed"": false, ""dt_thresh_ratio"": 0.4, ""use_hough"": true, ""hough_dp"": 0.95, ""hough_minDist"": 72, ""hough_param1"": 95, ""hough_param2"": 18, ""hough_minRadius"": 30, ""hough_maxRadius"": 105}"
