id,x,y,radius_px,area_px,circularity,color,source
0,722,248,101.0864028930664,26587.5,0.7970833697697742,red,legacy
1,201,251,101.89783477783203,26138.0,0.8044537978149587,orange,legacy
2,460,256,102.54336547851562,26770.5,0.8075512243191479,orange,legacy
